camera	a device for capturing images or videos
within	inside or contained by something
card	a piece of thick paper for various uses
fly	to move through the air using wings
ben	a common male given name; informal reference
girlfriend	a female partner in a romantic relationship
laugh	to express joy or amusement audibly
smell	to perceive odors through the nose
broken	damaged or not functioning properly
mum	a common term for mother, informal reference
honest	truthful and sincere in expression
often	frequently; many times; regularly
starting	beginning or commencing an action or process
calls	to communicate with someone by phone
y	the twenty-fifth letter of the English alphabet
spent	used up resources, especially money or time
third	constituting number three in a sequence
english	relating to the language or culture of England
visit	to go see someone or a place
mama	a term for mother, often used affectionately
judge	to form an opinion or conclusion about something
window	a transparent opening in a wall for light
hungry	feeling a need for food; famished
dare	to have the courage to do something
relationship	the way in which two or more people connect
moved	changed position or location; emotionally affected
prove	to demonstrate the truth or existence of something
private	intended for or restricted to a particular person
wall	a vertical structure enclosing or dividing space
seat	a place to sit; a chair or bench
position	a location or arrangement of something
lieutenant	a military rank or officer position
realize	to become aware of or understand something
lt	abbreviation for lieutenant, a military rank
especially	particularly; to a greater degree than usual
machine	a device using mechanical power for work
walking	the act of moving on foot
art	creative expression through various mediums
pleasure	a feeling of enjoyment or satisfaction
bloody	covered in or characterized by blood
college	a higher education institution for learning
french	relating to France or its language
involved	engaged or participating in an activity
cry	to shed tears, often from emotion
became	past tense of become; transformed into
lived	past tense of live; existed or resided
impossible	not able to occur or be done
obviously	clearly or evidently; in a way that is obvious
neither	not one nor the other; not either
accept	to receive or agree to something offered
boyfriend	a male partner in a romantic relationship
besides	in addition to; apart from
queen	the female ruler of a kingdom
teacher	a person who educates or instructs others
cops	informal term for police officers
sake	for the purpose of; benefit or advantage
loves	has a deep affection for someone or something
carry	to hold and transport something
teach	to impart knowledge or skills to someone
apartment	a self-contained housing unit within a building
upset	to cause emotional distress; verb/adjective
green	the color between blue and yellow; adjective
la	musical note; also a syllable; noun
liked	to have found something enjoyable; verb
cute	adorable or attractive in a charming way; adjective
evil	profoundly immoral or malevolent; adjective
professor	an academic teacher or researcher; noun
contact	the act of communicating with someone; noun/verb
joke	something said to provoke laughter; noun/verb
cop	informal term for a police officer; noun
huge	very large in size or amount; adjective
holy	dedicated to religious purposes; adjective
store	to keep or place items for future use; verb/noun
jail	a place for the confinement of criminals; noun
likes	things someone enjoys or prefers; noun/verb
lawyer	a professional who practices law; noun
doubt	uncertainty about something; noun/verb
continue	to persist in an activity or process; verb
appreciate	to recognize the value of something; verb
cat	a small domesticated feline animal; noun
shop	a place where goods are sold; noun/verb
driving	operating a vehicle; verb/noun
congratulations	expressing joy for someone's achievement; noun
wrote	to have composed text; verb
village	a small community or group of houses; noun
quit	to stop doing something; verb
field	a large open area of land; noun
james	a common male given name; noun
wine	a fermented alcoholic beverage made from grapes; noun
decision	the act of making a choice; noun
south	the direction opposite of north; noun/adjective
sleeping	the state of rest; verb/adjective
slow	not fast; taking a long time; adjective
laughter	the sound of amusement; noun
island	a landmass surrounded by water; noun
glass	a transparent material; also a drinking vessel; noun
beginning	the start of something; noun
cash	money in the form of coins or bills; noun
dying	the process of ceasing to live; verb/adjective
